38,20.876,4.3117
96,66.071,5.1699
95.5,67.444,4.6421
95.5,68.696,4.3039
98.5,70.267,4.0499
96.7,71.33,4.115
96.3,72.423,3.7577
98.4,73.488,3.3066
99,74.489,3.0773
98.1,75.05,2.8819
99.1,76.103,2.6112
98.8,76.791,2.4358
99,77.433,2.1949
99.3,78.326,1.9198
99.7,78.829,1.6204
99.9,79.443,1.2809
100,79.833,1.0785
100,80.075,0.95571
100,80.293,0.88947
100,80.507,0.7266
100,80.623,0.62998
94.9,65.927,4.874
96.2,67.294,4.8158
97,68.97,4.4588
96,69.932,4.1749
97.2,71.491,4.241
96.8,72.551,3.791
98.4,73.77,3.453
98.4,74.83,3.1143
98.1,75.425,3.0326
98,76.08,2.6298
98.7,76.968,2.3253
98.6,77.771,2.0348
99.6,78.616,1.7339
99.8,79.17,1.4188
99.9,79.732,1.1136
100,79.999,1.0672
100,80.251,0.86833
100,80.411,0.75238
100,80.59,0.69563
100,80.762,0.52854
93.3,65.694,5.0993
96.2,67.821,4.9268
97.2,69.092,4.4986
96.4,70.704,4.3516
97.4,71.503,3.9378
97.2,72.596,3.6754
97.2,73.689,3.5197
97.8,74.717,3.2136
98.9,75.707,2.761
98.3,76.442,2.6047
98.7,77.219,2.3262
99.5,78.07,1.9003
99.7,78.817,1.6283
100,79.382,1.3282
100,79.866,1.0526
100,80.156,0.92286
100,80.427,0.77632
100,80.576,0.69154
100,80.696,0.54917
100,80.851,0.40841
93.6,65.678,4.983
95.6,67.771,4.7162
96.4,69.238,4.493
97.8,70.606,4.381
98,71.547,4.089
96.4,73.163,3.6459
98.4,74.205,3.4694
99,75.029,3.0044
98.5,76.035,2.5876
99.6,76.667,2.4803
98.9,77.528,2.1174
98.8,78.239,1.8171
99.6,79.1,1.5232
100,79.601,1.2328
99.9,79.987,1.0765
100,80.377,0.82394
100,80.489,0.76281
100,80.674,0.56011
100,80.799,0.46968
100,80.874,0.38487
94.6,66.049,4.8399
94.9,68.264,4.6556
95.2,69.41,4.4672
96.8,70.754,4.1902
97.1,71.995,3.6996
97.4,73.348,3.509
97.9,74.155,3.23
97.8,75.063,3.0125
97.7,75.972,2.8336
99,76.775,2.4221
99.5,77.723,1.9835
99.2,78.531,1.7841
99.7,79.268,1.4022
99.4,79.674,1.1635
100,80.121,0.95831
100,80.392,0.80271
100,80.607,0.66072
100,80.73,0.53954
100,80.825,0.41277
100,80.907,0.31361
97.3,71.927,3.2539
96.7,72.172,3.3655
97.6,72.991,3.1983
96.3,73.286,3.0233
99.4,73.828,3.0614
96.9,74.365,2.6788
99.3,74.84,2.5935
99.3,75.165,2.5412
98.4,75.542,2.5235
99.2,76.064,2.417
98.3,76.17,2.4688
99.6,76.722,2.2398
99.5,77.022,2.0832
99.5,77.425,2.1233
99.9,77.58,1.9808
99.3,77.795,1.8377
99.7,78.182,1.8463
100,78.284,1.596
100,78.585,1.7683
99.7,78.608,1.5755
97.9,71.887,3.518
98.9,72.588,3.1193
97.1,73.129,3.2191
99.6,74.213,2.7981
99.4,74.569,2.9474
99.2,75.112,2.8992
99,75.611,2.6536
98.2,76.306,2.3312
99.8,76.668,2.3013
97.9,77.025,2.2866
99.8,77.744,1.8827
99.7,78.056,1.9055
99.7,78.355,1.7947
100,78.63,1.6294
100,78.969,1.5697
100,79.357,1.433
100,79.522,1.2229
99.7,79.693,1.2348
100,79.892,1.1646
100,80.054,0.98035
98.6,72.171,3.3042
98.1,72.688,3.3803
98.7,73.783,3.0909
98.6,74.209,2.8627
99.2,74.776,3.0767
98.7,75.601,2.7232
98.6,75.976,2.5833
99.9,76.609,2.3186
99.3,77.094,2.2012
99.3,77.374,2.1457
99.3,78.004,2.0416
99.8,78.698,1.719
99.7,78.817,1.616
100,79.4,1.3704
100,79.555,1.2903
100,79.896,1.1337
100,80.059,1.0245
100,80.223,0.92047
100,80.378,0.77144
100,80.538,0.67272
98.3,71.918,3.5164
98,72.999,3.2535
98.4,73.803,3.155
98.7,74.497,2.7742
98.6,75.304,2.6649
99.5,75.775,2.4303
99.2,76.399,2.4195
99.9,77.012,2.2724
99.2,77.681,2.0058
99.6,77.954,1.9672
99.7,78.513,1.7041
99.8,78.946,1.6319
100,79.445,1.3524
99.7,79.576,1.3009
99.7,79.995,1.0644
100,80.226,0.88709
100,80.302,0.89039
100,80.496,0.71133
100,80.597,0.67867
100,80.723,0.54062
98.1,71.873,3.5946
98.5,72.719,3.2873
99.2,73.721,3.0442
99,74.554,2.8912
98.6,75.406,2.854
99.4,76.051,2.5192
99.7,76.609,2.4319
99.2,77.1,2.1913
99.3,77.616,2.0309
99.7,78.278,1.843
99.8,78.69,1.6709
99.8,79.087,1.483
99.8,79.492,1.3319
100,79.9,1.0649
100,80.177,0.9464
100,80.382,0.78363
100,80.505,0.7668
100,80.65,0.60787
100,80.788,0.46374
100,80.828,0.44768
97.9,72.047,3.4241
98,73.124,3.4311
99,74.057,2.8614
99.5,74.702,2.9071
99.3,75.535,2.7193
99,76.279,2.5034
99.6,76.721,2.3313
99.6,77.44,2.1768
99.7,77.947,1.8874
99.8,78.405,1.793
99.6,78.815,1.6324
99.8,79.266,1.4111
100,79.743,1.2566
100,80.098,1.0239
100,80.341,0.80915
100,80.528,0.68207
100,80.638,0.61722
100,80.744,0.50444
100,80.843,0.40293
100,80.878,0.34802
98.9,72.011,3.4352
99,72.945,3.2404
99.4,73.773,3.1817
99,74.812,2.9056
99.3,75.534,2.8148
99,76.433,2.4465
99.4,77.093,2.2517
99.6,77.436,2.0847
99.6,78.064,1.9631
99.6,78.478,1.7319
99.9,79.032,1.5076
99.8,79.536,1.3041
99.8,79.956,1.1046
100,80.21,0.9219
100,80.485,0.76143
100,80.689,0.59689
100,80.736,0.51411
100,80.812,0.42738
100,80.881,0.34762
100,80.928,0.27716
98.1,71.92,3.6633
98.1,73.489,3.2121
98.9,74.088,3.1331
98.8,74.798,2.9922
99.3,75.711,2.7385
99.4,76.308,2.4276
99.1,76.963,2.4028
99.4,77.55,2.124
99.6,78.139,1.8962
99.4,78.727,1.5807
100,79.284,1.3948
99.9,79.633,1.265
99.9,80.008,1.0079
100,80.318,0.85257
100,80.567,0.7124
100,80.72,0.54185
100,80.815,0.42518
100,80.903,0.29932
100,80.912,0.29708
100,80.955,0.2073
98.3,72.137,3.5032
97.8,73.165,3.2419
98.3,74.147,3.1811
98.6,75.126,2.739
99.3,75.859,2.6614
99.5,76.546,2.3643
99.7,77.139,2.2248
99.5,77.767,1.9967
99.7,78.285,1.8302
99.6,78.788,1.614
99.8,79.366,1.4346
100,79.69,1.2025
100,80.163,0.95939
100,80.443,0.75548
100,80.699,0.56071
100,80.791,0.45312
100,80.856,0.3785
100,80.889,0.3445
100,80.957,0.20286
100,80.967,0.18415
98.1,72.11,3.5367
98.5,73.454,3.1629
99.2,74.301,3.012
98.4,75.306,2.8104
99.2,75.839,2.7421
98.9,76.628,2.4033
98.7,77.262,2.1765
99.4,77.949,1.9546
100,78.442,1.7609
99.4,78.768,1.6924
99.9,79.403,1.3186
100,79.865,1.1449
100,80.233,0.88245
99.9,80.48,0.73865
100,80.703,0.51068
100,80.844,0.39454
100,80.887,0.34385
100,80.947,0.22845
100,80.965,0.19436
100,80.981,0.14366
99,75.651,2.2933
98.9,75.842,2.3806
99.8,76.154,2.1537
99.5,76.603,2.1766
99.7,76.884,2.0651
100,77.226,2.0117
100,77.617,1.9247
99.9,77.681,1.8776
99.8,78.036,1.7694
99.3,78.212,1.757
99.9,78.496,1.6413
99.8,78.718,1.5539
99.8,78.804,1.4358
99.9,78.954,1.531
99.7,79.211,1.4116
100,79.245,1.3457
100,79.502,1.3251
100,79.594,1.1667
100,79.654,1.149
100,79.879,1.1137
99.1,75.756,2.4381
99.6,75.897,2.3955
99.7,76.604,2.1492
99.4,76.937,2.1696
99.6,77.221,2.1877
99.6,77.714,1.922
99.8,78.159,1.8093
99.9,78.36,1.7264
99.8,78.653,1.587
99.8,78.847,1.4689
99.8,79.113,1.3749
100,79.467,1.3027
99.9,79.812,1.1665
100,79.815,1.1103
100,80.036,0.97709
100,80.163,0.92327
100,80.221,0.91332
100,80.377,0.83479
100,80.372,0.82317
100,80.618,0.65428
99.8,75.709,2.3563
99.2,76.29,2.1881
99.2,76.551,2.0798
99.9,77.155,2.0854
99.3,77.466,1.9465
100,77.943,1.8973
99.8,78.207,1.7269
99.5,78.59,1.5652
99.9,78.82,1.5145
100,79.131,1.4056
99.9,79.434,1.3934
99.9,79.656,1.2473
100,79.935,1.026
100,80.117,1.0066
100,80.305,0.85672
100,80.45,0.73722
100,80.526,0.69378
100,80.674,0.58628
100,80.729,0.54181
100,80.796,0.43172
99.6,75.784,2.4571
100,76.325,2.1715
99.9,76.893,2.1334
99.9,77.147,2.0604
99.7,77.699,1.9304
99.7,77.996,1.8735
99.7,78.318,1.6831
99.8,78.657,1.5031
100,78.994,1.4642
100,79.306,1.4479
99.9,79.592,1.1513
100,79.874,1.0771
100,80.122,0.93868
100,80.36,0.80523
100,80.506,0.70708
100,80.582,0.64906
100,80.684,0.58493
100,80.756,0.48833
100,80.826,0.43096
100,80.878,0.34513
99.1,75.637,2.4115
99.8,76.253,2.3193
99.9,77.053,2.1373
99.9,77.401,2.0318
99.7,77.737,1.9692
100,78.237,1.7857
99.9,78.53,1.6264
100,78.911,1.5215
99.8,79.154,1.4451
99.8,79.41,1.3319
99.9,79.79,1.1636
100,79.965,1.0197
100,80.29,0.88199
100,80.469,0.75567
100,80.61,0.64023
100,80.739,0.52238
100,80.843,0.38775
100,80.862,0.38595
100,80.889,0.33864
100,80.945,0.23233
99.7,75.658,2.3624
99.4,76.418,2.153
99.5,76.893,2.1409
100,77.453,2.0019
99.7,77.935,1.8495
99.9,78.344,1.6922
99.8,78.6,1.7029
99.9,79.003,1.5116
100,79.181,1.4065
100,79.615,1.1869
100,79.906,1.0941
100,80.092,0.97956
100,80.329,0.85951
100,80.587,0.65759
100,80.71,0.54945
100,80.809,0.44555
100,80.884,0.35006
100,80.92,0.28566
100,80.944,0.23423
100,80.96,0.201
99.5,75.765,2.3069
99.7,76.519,2.2467
99.8,76.966,2.2331
99.7,77.446,1.9619
99.9,78.072,1.7694
99.9,78.384,1.7177
99.8,78.76,1.6032
99.8,79.118,1.4114
99.8,79.353,1.347
100,79.648,1.2117
100,79.953,1.053
100,80.206,0.95894
100,80.401,0.75113
100,80.635,0.63228
100,80.74,0.51029
100,80.808,0.44848
100,80.862,0.38853
100,80.919,0.29401
100,80.952,0.21839
100,80.984,0.12548
99.9,75.84,2.3508
99.8,76.501,2.2235
99.6,77.061,2.1117
99.6,77.505,1.8778
99.9,77.927,1.8016
99.8,78.416,1.6837
99.8,78.909,1.4915
99.9,79.152,1.4693
100,79.47,1.3203
100,79.752,1.1621
100,80.009,1.0349
100,80.307,0.81655
100,80.485,0.75218
100,80.687,0.5666
100,80.827,0.44617
100,80.882,0.34939
100,80.906,0.30849
100,80.955,0.21207
100,80.979,0.14338
100,80.987,0.11327
99.2,75.838,2.475
99.8,76.412,2.2817
99.8,77.09,2.061
99.9,77.666,1.9856
99.5,78.057,1.827
99.3,78.453,1.7555
99.9,78.785,1.5725
99.9,79.245,1.4174
99.8,79.42,1.3151
100,79.769,1.1677
100,80.07,0.97729
100,80.347,0.84888
99.9,80.591,0.66912
100,80.756,0.51036
100,80.861,0.39709
100,80.899,0.30789
100,80.942,0.23798
100,80.974,0.15914
100,80.984,0.12548
100,80.992,0.089084
99.6,75.794,2.3722
99.4,76.632,2.2254
99.9,76.94,2.1795
99.8,77.744,1.8906
99.6,78.093,1.7766
99.6,78.576,1.659
99.7,78.82,1.5974
100,79.23,1.4146
99.9,79.51,1.3015
99.8,79.776,1.1462
100,80.139,0.96627
100,80.372,0.84001
100,80.632,0.60875
100,80.79,0.46893
100,80.886,0.33912
100,80.935,0.25841
100,80.954,0.21882
100,80.969,0.17332
100,80.987,0.11327
100,80.997,0.05469
99.3,78.741,1.3747
99.1,78.722,1.4996
99.8,78.839,1.3939
99.5,79.155,1.3472
100,79.256,1.3147
100,79.466,1.1734
100,79.708,1.0903
100,79.644,1.1399
100,79.801,1.0915
99.7,79.907,0.95097
100,79.935,1.0415
100,80.098,0.95205
100,80.129,0.91343
100,80.183,0.9314
100,80.255,0.90883
100,80.357,0.79847
100,80.387,0.78691
100,80.472,0.6937
100,80.521,0.73862
100,80.594,0.61087
100,78.74,1.4115
99.7,78.839,1.4294
100,79.089,1.2958
100,79.401,1.2681
100,79.481,1.2123
100,79.649,1.184
99.8,79.778,1.0801
100,79.868,1.0557
100,80.052,0.96296
100,80.141,0.94716
100,80.32,0.83162
100,80.396,0.79949
100,80.461,0.73653
100,80.596,0.62513
100,80.678,0.58165
100,80.691,0.55093
100,80.754,0.50545
100,80.758,0.4769
100,80.774,0.49084
100,80.876,0.38292
99.8,78.615,1.4293
99.9,78.845,1.4124
100,79.113,1.3161
100,79.308,1.2709
100,79.496,1.2393
100,79.738,1.1061
99.9,79.905,0.99999
100,79.99,1.0089
100,80.123,0.97256
100,80.301,0.84048
100,80.36,0.79398
100,80.488,0.7469
100,80.603,0.64915
100,80.717,0.55938
100,80.743,0.5069
100,80.793,0.44738
100,80.879,0.35827
100,80.918,0.28156
100,80.926,0.28727
100,80.939,0.24755
99.8,78.759,1.545
100,78.975,1.4527
100,79.243,1.2767
100,79.453,1.1999
100,79.69,1.1278
100,79.816,1.079
100,79.905,1.0639
100,80.092,0.90859
100,80.197,0.90564
100,80.35,0.82795
100,80.453,0.73878
100,80.608,0.61509
100,80.716,0.55977
100,80.769,0.46221
100,80.813,0.43821
100,80.894,0.32979
100,80.916,0.28097
100,80.964,0.19673
100,80.964,0.19158
100,80.972,0.16497
99.9,78.738,1.4413
100,79.034,1.2786
100,79.212,1.3517
100,79.326,1.264
100,79.556,1.2218
100,79.9,1.0178
99.9,79.95,0.9775
100,80.055,0.97364
100,80.247,0.8438
100,80.379,0.79835
100,80.547,0.68395
100,80.633,0.60358
100,80.76,0.49031
100,80.812,0.42738
100,80.857,0.38542
100,80.912,0.31977
100,80.936,0.24475
100,80.967,0.17864
100,80.977,0.1499
100,80.976,0.15945
99.9,78.769,1.4757
100,79.134,1.3799
99.9,79.287,1.238
100,79.555,1.187
100,79.601,1.1592
100,79.777,1.0841
100,79.972,1.0016
100,80.135,0.93422
100,80.288,0.86201
100,80.419,0.78958
100,80.566,0.65852
100,80.677,0.58023
100,80.781,0.45721
100,80.873,0.36176
100,80.925,0.27455
100,80.934,0.26008
100,80.961,0.20366
100,80.975,0.15612
100,80.987,0.11327
100,80.99,0.099499
100,78.783,1.3914
100,78.974,1.3962
99.9,79.25,1.3013
100,79.464,1.2356
100,79.631,1.1928
100,79.866,1.0872
100,80.035,0.97968
100,80.271,0.87725
100,80.409,0.80357
100,80.509,0.69994
100,80.62,0.6063
100,80.741,0.53284
100,80.801,0.4576
100,80.898,0.31559
100,80.946,0.2347
100,80.97,0.17059
100,80.967,0.17864
100,80.988,0.10889
100,80.995,0.070534
100,80.994,0.077227
99.9,78.786,1.4213
100,79.108,1.3705
99.8,79.311,1.3417
100,79.575,1.1968
100,79.791,1.0618
100,79.939,1.0036
100,80.137,0.99007
100,80.207,0.92852
100,80.356,0.80079
100,80.503,0.70142
100,80.587,0.66815
100,80.771,0.47388
100,80.824,0.41355
100,80.927,0.26771
100,80.946,0.23892
100,80.984,0.13321
100,80.97,0.17059
100,80.986,0.11749
100,80.993,0.083373
100,80.997,0.05469
99.8,78.758,1.4434
100,78.971,1.3447
99.9,79.36,1.2839
100,79.57,1.1946
100,79.803,1.0518
100,79.917,1.0316
100,80.121,0.95308
99.9,80.288,0.82889
100,80.429,0.75958
100,80.575,0.68875
100,80.682,0.55756
100,80.765,0.50574
100,80.86,0.38523
100,80.939,0.24347
100,80.962,0.1912
100,80.973,0.16208
100,80.99,0.099499
100,80.997,0.05469
100,80.999,0.031607
100,80.998,0.044677
100,78.793,1.3871
100,79.136,1.3941
99.8,79.294,1.2836
100,79.584,1.1726
100,79.744,1.1084
99.9,79.972,1.0331
100,80.128,0.93253
99.9,80.254,0.83035
100,80.448,0.71505
100,80.58,0.68819
100,80.67,0.56666
100,80.758,0.49944
100,80.872,0.37097
100,80.948,0.22649
100,80.968,0.176
100,80.981,0.13652
100,80.99,0.099499
100,80.999,0.031607
100,80.995,0.070534
100,81,0
